yyyymm,month,item,exp_usd,exp_musd,mom_pct,yoy_pct
202206,2022-06,디스플레이,1430339842.0,1430.339842,3.1791114117627473,
202206,2022-06,반도체,10969330106.0,10969.330106,7.091904095008794,10.327378486258155
202206,2022-06,휴대폰,458525037.0,458.525037,9.103465352065099,
202205,2022-05,디스플레이,1386268812.0,1386.268812,-12.691915625526462,
202205,2022-05,반도체,10242912570.0,10242.91257,5.268593215142281,12.945373427567986
202205,2022-05,휴대폰,420266245.0,420.266245,-25.68011573385991,
202204,2022-04,휴대폰,565482911.0,565.482911,-26.147520740707975,
202204,2022-04,반도체,9730264514.0,9730.264514,-16.40980223333527,17.14734399084761
202204,2022-04,디스플레이,1587789747.0,1587.789747,-17.126822789244134,
202203,2022-03,휴대폰,765692522.0,765.692522,181.6903919531074,
202203,2022-03,반도체,11640437245.0,11640.437245,25.05930520041386,35.65229130238619
202203,2022-03,디스플레이,1915927204.0,1915.927204,9.763031333611494,
202202,2022-02,휴대폰,271820603.0,271.820603,117.44859162550712,
202202,2022-02,반도체,9307933725.0,9307.933725,-5.322562547112208,22.24616374612691
202202,2022-02,디스플레이,1745512292.0,1745.512292,-4.779999455708738,
202201,2022-01,휴대폰,125004536.0,125.004536,,
202201,2022-01,반도체,9831205803.0,9831.205803,-11.846621880530982,25.89932016543297
202201,2022-01,디스플레이,1833136192.0,1833.136192,,
202112,2021-12,휴대폰,,,,
202112,2021-12,디스플레이,,,,
202112,2021-12,반도체,11152386911.0,11152.386911,3.896382369918383,34.19685578084912
202111,2021-11,디스플레이,,,,
202111,2021-11,휴대폰,,,,
202111,2021-11,반도체,10734143631.0,10734.143631,6.950391262906908,38.3222425028372
202110,2021-10,디스플레이,,,,
202110,2021-10,휴대폰,,,,
202110,2021-10,반도체,10036563218.0,10036.563218,-8.18156107426027,27.814174337786145
202109,2021-09,디스플레이,,,,
202109,2021-09,휴대폰,,,,
202109,2021-09,반도체,10930879827.0,10930.879827,4.441597461680535,31.65286195395489
202108,2021-08,디스플레이,,,,
202108,2021-08,휴대폰,,,,
202108,2021-08,반도체,10466021291.0,10466.021291,7.9166876233862205,40.58773296829994
202107,2021-07,휴대폰,,,,
202107,2021-07,반도체,9698241784.0,9698.241784,-2.4569794495150177,37.03214969824222
202107,2021-07,디스플레이,,,,
202106,2021-06,반도체,9942527645.0,9942.527645,9.633123391820874,40.57994632255606
202106,2021-06,휴대폰,,,,
202106,2021-06,디스플레이,,,,
202105,2021-05,반도체,9068908499.0,9068.908499,9.184960185335678,30.063943315149324
202105,2021-05,휴대폰,,,,
202105,2021-05,디스플레이,,,,
202104,2021-04,휴대폰,,,,
202104,2021-04,디스플레이,,,,
202104,2021-04,반도체,8306005226.0,8306.005226,-3.2056428154822236,36.92090959393089
202103,2021-03,디스플레이,,,,
202103,2021-03,반도체,8581084133.0,8581.084133,12.700052131281092,11.95408300583436
202103,2021-03,휴대폰,,,,
202102,2021-02,디스플레이,,,,
202102,2021-02,반도체,7614090651.0,7614.090651,-2.4932591334464127,14.277903165198524
202102,2021-02,휴대폰,,,,
202101,2021-01,디스플레이,,,,
202101,2021-01,반도체,7808783868.0,7808.783868,-6.036774824928138,19.167516946643893
202101,2021-01,휴대폰,,,,
202012,2020-12,디스플레이,,,,
202012,2020-12,휴대폰,,,,
202012,2020-12,반도체,8310468115.0,8310.468115,7.0902929410528115,27.62803540713805
202011,2020-11,휴대폰,,,,
202011,2020-11,반도체,7760244077.0,7760.244077,-1.1744191893705347,17.42500830669553
202011,2020-11,디스플레이,,,,
202010,2020-10,휴대폰,,,,
202010,2020-10,반도체,7852464932.0,7852.464932,-5.423945917206563,10.689803278362708
202010,2020-10,디스플레이,,,,
202009,2020-09,휴대폰,,,,
202009,2020-09,반도체,8302804561.0,8302.804561,11.529724434405498,9.245949704034473
202009,2020-09,디스플레이,,,,
202008,2020-08,휴대폰,,,,
202008,2020-08,반도체,7444476890.0,7444.47689,5.187382861353562,2.7049437335341153
202008,2020-08,디스플레이,,,,
202007,2020-07,반도체,7077347765.0,7077.347765,0.06843374582965467,3.0412911784119423
202007,2020-07,디스플레이,,,,
202007,2020-07,휴대폰,,,,
202006,2020-06,디스플레이,,,,
202006,2020-06,반도체,7072507783.0,7072.507783,1.4320798898231901,-4.990763921527208
202006,2020-06,휴대폰,,,,
202005,2020-05,디스플레이,,,,
202005,2020-05,반도체,6972653810.0,6972.65381,14.941187246104404,4.081713390863784
202005,2020-05,휴대폰,,,,
202004,2020-04,반도체,6066279614.0,6066.279614,-20.855598090386785,-20.0347393839298
202004,2020-04,휴대폰,,,,
202004,2020-04,디스플레이,,,,
202003,2020-03,휴대폰,,,,
202003,2020-03,디스플레이,,,,
202003,2020-03,반도체,7664824634.0,7664.824634,15.039356300209118,-3.442164437678119
202002,2020-02,휴대폰,,,,
202002,2020-02,디스플레이,,,,
202002,2020-02,반도체,6662784703.0,6662.784703,1.6787661725806924,9.912247041963806
202001,2020-01,디스플레이,,,,
202001,2020-01,반도체,6552778868.0,6552.778868,0.6343182847588613,-1.509225206468523
202001,2020-01,휴대폰,,,,
201912,2019-12,반도체,6511475389.0,6511.475389,-1.470875908614988,
201912,2019-12,휴대폰,,,,
201912,2019-12,디스플레이,,,,
201911,2019-11,반도체,6608680884.0,6608.680884,-6.842807536980389,
201911,2019-11,디스플레이,,,,
201911,2019-11,휴대폰,,,,
201910,2019-10,휴대폰,,,,
201910,2019-10,디스플레이,,,,
201910,2019-10,반도체,7094117705.0,7094.117705,-6.657609449789559,
201909,2019-09,디스플레이,,,,
201909,2019-09,반도체,7600102872.0,7600.102872,4.8519794434919605,
201909,2019-09,휴대폰,,,,
201908,2019-08,휴대폰,,,,
201908,2019-08,디스플레이,,,,
201908,2019-08,반도체,7248411439.0,7248.411439,5.53186002255619,
201907,2019-07,디스플레이,,,,
201907,2019-07,반도체,6868457959.0,6868.457959,-7.731887508098001,
201907,2019-07,휴대폰,,,,
201906,2019-06,디스플레이,,,,
201906,2019-06,휴대폰,,,,
201906,2019-06,반도체,7444021313.0,7444.021313,11.117877624150596,
201905,2019-05,휴대폰,,,,
201905,2019-05,반도체,6699211209.0,6699.211209,-11.69148072016587,
201905,2019-05,디스플레이,,,,
201904,2019-04,휴대폰,,,,
201904,2019-04,반도체,7586143742.0,7586.143742,-4.433349101960271,
201904,2019-04,디스플레이,,,,
201903,2019-03,휴대폰,,,,
201903,2019-03,반도체,7938065916.0,7938.065916,30.949850683594082,
201903,2019-03,디스플레이,,,,
201902,2019-02,디스플레이,,,,
201902,2019-02,휴대폰,,,,
201902,2019-02,반도체,6061912919.0,6061.912919,-8.887128323704019,
201901,2019-01,휴대폰,,,,
201901,2019-01,반도체,6653190496.0,6653.190496,,
201901,2019-01,디스플레이,,,,
